Sub-Borough Area,year,unit_occ_own_pct,hp_first_fhava_pct,hp_first_orig_lmi_app_pct,unit_num,hh_inc_own_med_adj,hh_inc_rent_med_adj,rent_burden_med,voucher_pct,rent_pct_nycha,Poverty rate,Population,pop_race_asian_pct,pop_race_black_pct,pop_race_hisp_pct,pop_race_white_pct,sb
Washington Heights/Inwood,2011.0,0.0830617,0.102150537634409,0.467741935483871,73189.0,89684.0984829524,39594.9749473191,0.325,0.0833146,,0.257683,210245.0,0.0253419,0.0803158,0.708645,0.159014,38.0
Mott Haven/Hunts Point,2011.0,0.0615129,0.377777777777778,1.0,51963.0,36043.5341355897,22703.8143090127,0.346,0.1458842,,0.405757,152042.0,0.0038542,0.264157,0.703194,0.0194288,1.0
Morrisania/Belmont,2011.0,0.0736113,0.7625,1.0,58440.0,67956.7923162629,22828.6394448526,0.377,0.2050373,,0.429089,172448.0,0.00612359,0.29007,0.636198,0.0459791,2.0
Highbridge/South Concourse,2011.0,0.079683,0.232876712328767,0.986301369863014,49456.0,64265.0613076159,23441.7186518541,0.435,0.1385651,,0.410649,141627.0,0.0149124,0.326167,0.623158,0.0135567,3.0
University Heights/Fordham,2011.0,0.0411115,0.571428571428571,1.0,47089.0,62019.3135097167,27803.9705229333,0.376,0.1833984,,0.403203,133352.0,0.0130407,0.273329,0.688254,0.0149454,4.0
Kingsbridge Heights/Mosholu,2011.0,0.0761294,0.266666666666667,0.8,43567.0,64519.1301681751,32291.0475298525,0.399,0.1732338,,0.317204,117800.0,0.0644992,0.187029,0.616791,0.115153,5.0
Riverdale/Kingsbridge,2011.0,0.284454,0.0830564784053156,0.0431893687707641,46120.0,95691.1700643474,50001.8564052673,0.315,0.0813471,,0.186759,103785.0,0.0460471,0.126328,0.462919,0.337949,6.0
Soundview/Parkchester,2011.0,0.211442,0.545762711864407,0.623728813559322,68386.0,74132.8749222907,30300.4732397323,0.334,0.1510451,,0.277209,182740.0,0.0544654,0.317812,0.569651,0.0235362,7.0
Throgs Neck/Co-op City,2011.0,0.44285,0.428571428571429,0.02,49272.0,91708.9168368871,41655.1420122882,0.312,0.03979,,0.126205,122886.0,0.0159253,0.214386,0.394073,0.364216,8.0
Pelham Parkway,2011.0,0.268473,0.508474576271186,0.36864406779661,46689.0,76555.3662753615,36126.3826770764,0.356,0.0977407,,0.209722,121836.0,0.110164,0.215831,0.395006,0.261753,9.0
Williamsbridge/Baychester,2011.0,0.367908,0.784246575342466,0.270547945205479,51338.0,77009.3762827086,35317.7809121663,0.38,0.1115644,,0.187913,143486.0,0.0267622,0.675822,0.212035,0.0659716,10.0
Williamsburg/Greenpoint,2011.0,0.153475,0.19946452476573,0.365461847389558,65445.0,68168.8845824688,50537.6103068812,0.305,0.0802067,,0.31695,144584.0,0.0436563,0.038137,0.243748,0.652859,11.0
Brooklyn Heights/Fort Greene,2011.0,0.278091,0.13125,0.3,59155.0,117240.628028646,56576.716657651,0.29,0.0247357,,0.19374,118910.0,0.0678244,0.227794,0.216525,0.454798,12.0
Bedford Stuyvesant,2011.0,0.225792,0.534883720930233,0.920265780730897,56251.0,82007.9049524056,28513.1540380594,0.344,0.1093439,,0.322391,132524.0,0.0238447,0.609248,0.182488,0.163359,13.0
Bushwick,2011.0,0.124723,0.611510791366906,1.0,49027.0,77882.0475863684,34101.5643231416,0.363,0.0702292,,0.322094,138763.0,0.0447886,0.201185,0.636546,0.104365,14.0
East New York/Starrett City,2011.0,0.194574,0.675409836065574,0.734265734265734,57810.0,63117.3328462203,28760.5950152997,0.344,0.1574403,,0.340305,146530.0,0.0340613,0.545124,0.334327,0.0689074,15.0
Park Slope/Carroll Gardens,2011.0,0.342966,0.0532178217821782,0.098014888337469,52089.0,156039.152330473,78444.3130212581,0.264,0.0150484,,0.103499,112066.0,0.0601788,0.0724216,0.206021,0.627862,16.0
Sunset Park,2011.0,0.24264,0.0741758241758242,0.577348066298343,52042.0,76188.6233983804,39882.183224473,0.333,0.03503,,0.234633,152038.0,0.270176,0.0346427,0.43818,0.233225,17.0
North Crown Heights/Prospect Heights,2011.0,0.15472,0.275280898876405,0.691011235955056,55674.0,88672.241629595,39313.2899062644,0.327,0.0649815,,0.268588,126360.0,0.0321146,0.62208,0.146945,0.18012,18.0
South Crown Heights,2011.0,0.1551,0.311111111111111,0.674074074074074,44380.0,72912.2397443868,38400.851302691,0.351,0.0378233,,0.216007,113947.0,0.0260384,0.735974,0.0783785,0.144392,19.0
Bay Ridge,2011.0,0.399195,0.0512820512820513,0.151670951156812,53578.0,89592.4127637071,49848.310441712,0.313,0.01734,,0.148612,132931.0,0.232429,0.0121567,0.136447,0.598769,20.0
Bensonhurst,2011.0,0.355427,0.0183066361556064,0.37070938215103,66152.0,78025.6517249453,39788.2882107881,0.339,0.0599153,,0.180758,181227.0,0.368725,0.014297,0.135637,0.474526,21.0
Borough Park,2011.0,0.310066,0.0452674897119342,0.62962962962963,50036.0,66606.9134136397,31693.4333839285,0.5,0.1195902,,0.305734,162087.0,0.113741,0.0146588,0.126241,0.736055,22.0
Coney Island,2011.0,0.272318,0.0363636363636364,0.494545454545455,48770.0,77503.1535899693,23148.9871386012,0.363,0.1565712,,0.262465,102351.0,0.136276,0.110961,0.148899,0.596838,23.0
Flatbush,2011.0,0.227132,0.105263157894737,0.571929824561404,61113.0,91154.3839325362,39581.7191806813,0.359,0.0737834,,0.220374,162760.0,0.0983288,0.307883,0.162349,0.414678,24.0
Sheepshead Bay/Gravesend,2011.0,0.459105,0.0538793103448276,0.109913793103448,59717.0,77186.1198378802,36327.4284710841,0.362,0.0949634,,0.149588,143196.0,0.188029,0.036251,0.0799534,0.682603,25.0
Chelsea/Clinton/Midtown,2012.0,0.232162,0.00120336943441637,0.0397590361445783,104902.0,137630.84517871,83715.8070652604,0.276,0.0241352,,0.115008,141068.0,0.120204,0.046793,0.145348,0.661957,31.0
Stuyvesant Town/Turtle Bay,2012.0,0.306505,0.00335946248600224,0.0,93502.0,125514.668068158,93876.5389250479,0.265,0.0166287,,0.0907391,141157.0,0.1513,0.0356908,0.0656007,0.731037,32.0
Upper West Side,2012.0,0.308605,0.0,0.0175763182238668,113042.0,154077.168919347,78289.3110757439,0.271,0.0226617,,0.111201,198568.0,0.079751,0.0749164,0.124743,0.693153,33.0
Upper East Side,2012.0,0.308933,0.0,0.0,138949.0,162518.625647299,91898.3433417265,0.25,0.0133994,,0.076379,220861.0,0.0918451,0.0323099,0.0666528,0.781849,34.0
Brownsville/Ocean Hill,2012.0,0.210818,0.790697674418605,0.875968992248062,47859.0,68799.172351814,25088.2000649279,0.376,0.1176168,,0.363662,128864.0,0.0223879,0.735659,0.203144,0.0283555,26.0
East Flatbush,2012.0,0.307084,0.683544303797468,0.386075949367089,53578.0,77803.9706478534,43857.2244247549,0.331,0.0526617,,0.170783,140973.0,0.0160385,0.88058,0.0671192,0.0191171,27.0
Flatlands/Canarsie,2012.0,0.566644,0.470588235294118,0.00570342205323194,72555.0,88857.3822232252,43721.8057785802,0.326,0.0415545,,0.121234,204158.0,0.0252892,0.644922,0.0767984,0.23932,28.0
Astoria,2012.0,0.185673,0.113268608414239,0.27831715210356,78599.0,76080.3621193406,54537.9638858537,0.296,0.0066975,,0.163477,165035.0,0.130391,0.0619263,0.257533,0.526185,39.0
Sunnyside/Woodside,2012.0,0.284445,0.0501002004008016,0.188640973630832,56737.0,78661.983190017,49379.0551411785,0.342,0.0087268,,0.160264,140399.0,0.354839,0.0107836,0.3335,0.284461,40.0
Jackson Heights,2012.0,0.336256,0.174008810572687,0.527593818984547,60469.0,69392.8476966444,41753.3603377833,0.375,0.0144851,,0.241532,179741.0,0.17661,0.051029,0.64386,0.108584,41.0
Elmhurst/Corona,2012.0,0.203023,0.0567010309278351,0.747422680412371,48786.0,56567.0768801368,42313.4518583622,0.383,0.0175841,,0.248261,140591.0,0.334452,0.0560989,0.541685,0.0588231,42.0
Middle Village/Ridgewood,2012.0,0.389062,0.252446183953033,0.108481262327416,67354.0,72694.8959649706,45691.3345685464,0.325,0.026824,,0.145468,164301.0,0.0763416,0.0144065,0.362384,0.534908,43.0
Rego Park/Forest Hills,2012.0,0.448136,0.0149925037481259,0.0584707646176912,56069.0,89829.1464281755,57432.6728664861,0.319,0.0164443,,0.132679,115976.0,0.22027,0.0358867,0.152221,0.569135,44.0
Flushing/Whitestone,2012.0,0.47116,0.0359281437125748,0.167832167832168,94150.0,71532.4623062062,45278.5785350056,0.36,0.0087818,,0.146402,250135.0,0.496552,0.0230476,0.195402,0.257873,45.0
Hillcrest/Fresh Meadows,2012.0,0.481561,0.0588235294117647,0.0113851992409867,57289.0,92443.2679739338,50973.745118533,0.319,0.0116132,,0.160783,157855.0,0.315885,0.112534,0.183631,0.332362,46.0
Ozone Park/Woodhaven,2012.0,0.485377,0.396103896103896,0.149350649350649,47869.0,79008.6549242245,51089.6634796586,0.344,0.0473634,,0.161252,148177.0,0.260742,0.0675206,0.39743,0.176647,47.0
South Ozone Park/Howard Beach,2012.0,0.62783,0.36965811965812,0.123931623931624,41990.0,77743.3030943671,46767.100293759,0.362,0.0429763,,0.145102,133178.0,0.180052,0.162895,0.244365,0.232486,48.0
Bayside/Little Neck,2012.0,0.69273,0.0211180124223602,0.00886075949367089,46403.0,91561.4217500436,57599.5086385735,0.365,0.001583,,0.0742187,123146.0,0.402587,0.0207152,0.134824,0.411812,49.0
Jamaica,2012.0,0.498353,0.787412587412587,0.173426573426573,75532.0,78652.2330474924,35368.1003333492,0.377,0.0507008,,0.180638,228128.0,0.108685,0.633631,0.172693,0.0160042,50.0
Queens Village,2012.0,0.72317,0.488703923900119,0.0131108462455304,62646.0,89975.3985660443,52907.5233859091,0.325,0.0322996,,0.108709,197751.0,0.155291,0.544832,0.123236,0.126791,51.0
Rockaways,2012.0,0.345591,0.399209486166008,0.141129032258065,46254.0,93625.2019177475,37791.5524252934,0.313,0.1051661,,0.183803,128358.0,0.0424827,0.381036,0.202613,0.331962,52.0
North Shore,2012.0,0.538254,0.391236306729264,0.139280125195618,68488.0,91681.6735078468,34941.2607606062,0.352,0.0735445,,0.196741,175699.0,0.0763066,0.218499,0.308567,0.373565,53.0
Mid-Island,2012.0,0.714796,0.218849840255591,0.0,50047.0,95376.9775246647,41403.4385560676,0.344,0.0155995,,0.0726837,131923.0,0.10679,0.0410088,0.117713,0.719632,54.0
South Shore,2012.0,0.785209,0.277777777777778,0.0,58944.0,99528.3715417993,56134.8205615469,0.246,0.0242627,,0.0652919,163106.0,0.0541304,0.00792736,0.082382,0.841392,55.0
Greenwich Village/Financial District,2012.0,0.280206,0.0,0.0164251207729469,88915.0,138081.51843318,109405.265919204,0.266,0.0089866,,0.0737328,147935.0,0.161659,0.0158921,0.0947714,0.697482,29.0
Lower East Side/Chinatown,2012.0,0.124782,0.0,0.332129963898917,76688.0,80701.9296759941,40454.4246836746,0.309,0.0301375,,0.25078,167050.0,0.318072,0.0834481,0.234942,0.330159,30.0
Morningside Heights/Hamilton Heights,2012.0,0.132458,0.0303030303030303,0.333333333333333,49887.0,98410.3551989802,34979.1779815352,0.315,0.0818117,,0.290113,128093.0,0.0795984,0.229966,0.379677,0.287705,35.0
Central Harlem,2012.0,0.126824,0.14336917562724,0.716845878136201,58429.0,127659.699423567,34502.5043469999,0.309,0.0656039,,0.275274,138256.0,0.03291,0.583418,0.244966,0.105514,36.0
East Harlem,2012.0,0.0777285,0.024390243902439,0.785365853658537,49201.0,109339.181619871,30913.368548783,0.301,0.1162873,,0.312427,122538.0,0.0772332,0.286744,0.447069,0.164977,37.0
Washington Heights/Inwood,2012.0,0.0893302,0.012987012987013,0.521739130434783,76975.0,90205.0685899568,36643.2023057311,0.337,0.0868158,,0.252883,213564.0,0.0290592,0.0766187,0.738252,0.14265,38.0
Mott Haven/Hunts Point,2012.0,0.0647843,0.152,1.0,52654.0,67559.8209020223,18784.1912481987,0.377,0.159655,,0.461091,158351.0,0.0109882,0.246781,0.715152,0.0165013,1.0
Morrisania/Belmont,2012.0,0.0765387,0.803030303030303,1.0,60192.0,61611.1506128557,20245.6292777171,0.392,0.1899195,,0.463707,166828.0,0.00890138,0.309936,0.618212,0.0487988,2.0
Highbridge/South Concourse,2012.0,0.0565197,0.446808510638298,0.893617021276596,50999.0,55160.8896582577,28376.164794052,0.346,0.1313591,,0.369637,137175.0,0.00774194,0.360787,0.601502,0.019836,3.0
University Heights/Fordham,2012.0,0.0280359,0.490909090909091,1.0,47107.0,55803.315715711,22919.3350277923,0.452,0.1699937,,0.422872,131879.0,0.0136489,0.259981,0.70093,0.0186535,4.0
Kingsbridge Heights/Mosholu,2012.0,0.061192,0.254901960784314,0.705882352941177,45836.0,67043.0633482192,31096.4545584113,0.402,0.1570646,,0.300618,128117.0,0.0845633,0.163772,0.65615,0.0685779,5.0
Riverdale/Kingsbridge,2012.0,0.337162,0.0364238410596026,0.0794701986754967,45148.0,96085.4878814512,47048.7710778026,0.319,0.0790867,,0.170813,104603.0,0.0583348,0.127721,0.459337,0.341539,6.0
Soundview/Parkchester,2012.0,0.211627,0.516806722689076,0.567226890756303,66554.0,60510.467856747,30975.1194514387,0.342,0.1371519,,0.288749,179541.0,0.081803,0.265772,0.595585,0.0256432,7.0
Throgs Neck/Co-op City,2012.0,0.480305,0.39413680781759,0.104234527687296,47621.0,85329.997327664,42204.033592253,0.306,0.0330185,,0.134896,119950.0,0.027303,0.306594,0.325186,0.316915,8.0
Pelham Parkway,2012.0,0.279865,0.446428571428571,0.303571428571429,47177.0,77299.1299349138,38428.5617368996,0.344,0.0976226,,0.184193,136275.0,0.061031,0.210655,0.451169,0.259255,9.0
Williamsbridge/Baychester,2012.0,0.351782,0.754789272030651,0.260700389105058,50763.0,77963.222975755,37922.6376747906,0.34,0.133665,,0.213203,145754.0,0.00909066,0.670088,0.231534,0.0745571,10.0
Williamsburg/Greenpoint,2012.0,0.168546,0.110056925996205,0.201138519924099,64703.0,82837.2108888783,47648.9465176493,0.296,0.0780078,,0.315114,147300.0,0.0618262,0.0308418,0.234413,0.655621,11.0
Brooklyn Heights/Fort Greene,2012.0,0.307362,0.0514165792235047,0.164742917103882,59528.0,123523.472294804,59480.2027966491,0.272,0.0215331,,0.232239,130102.0,0.0890609,0.270357,0.162757,0.448202,12.0
Bedford Stuyvesant,2012.0,0.22333,0.483271375464684,0.762081784386617,57287.0,90858.32813910401,34096.2484084755,0.325,0.110117,,0.316086,136462.0,0.0191115,0.567015,0.191174,0.202804,13.0
Bushwick,2012.0,0.139289,0.645962732919255,0.937888198757764,49977.0,58466.1879740922,33739.8265317434,0.351,0.0682385,,0.333721,143782.0,0.0382871,0.153441,0.692117,0.10205,14.0
East New York/Starrett City,2012.0,0.250722,0.788927335640138,0.622837370242215,58935.0,65887.1297844712,27844.2403518774,0.331,0.1420154,,0.308135,157832.0,0.036976,0.529639,0.378383,0.0395674,15.0
Park Slope/Carroll Gardens,2012.0,0.332467,0.0260663507109005,0.0,51212.0,131504.505625762,82658.4582759276,0.262,0.0162864,,0.104996,109204.0,0.0607578,0.0750705,0.180405,0.645407,16.0
Sunset Park,2012.0,0.270588,0.0654205607476635,0.439252336448598,48978.0,73200.8200270797,36889.1225671845,0.376,0.03357,,0.31558,151902.0,0.32758,0.0213427,0.411989,0.224625,17.0
North Crown Heights/Prospect Heights,2012.0,0.166447,0.183800623052959,0.476635514018692,56197.0,94182.0433908183,40584.4265840024,0.307,0.063467,,0.268699,120243.0,0.0289913,0.655847,0.109004,0.189308,18.0
South Crown Heights,2012.0,0.14905,0.234848484848485,0.78030303030303,43607.0,72531.3102403915,38554.2302405498,0.371,0.0443253,,0.229217,113485.0,0.00990439,0.671789,0.11628,0.175265,19.0
Bay Ridge,2012.0,0.404875,0.0426966292134831,0.13963963963964,52433.0,82627.0411500151,47371.6091302833,0.322,0.0157728,,0.164905,127481.0,0.253387,0.0131157,0.130772,0.591163,20.0
Bensonhurst,2012.0,0.345814,0.0161290322580645,0.629032258064516,67939.0,71389.4602158456,44733.6539027982,0.3,0.0592269,,0.197517,189420.0,0.364238,0.00852603,0.151964,0.460384,21.0
Borough Park,2012.0,0.330413,0.0364372469635627,0.59919028340081,49619.0,66710.4751532139,32303.3055331211,0.422,0.116223,,0.323897,162352.0,0.13475,0.0182874,0.108542,0.721623,22.0
Coney Island,2012.0,0.305731,0.0316742081447964,0.34841628959276,47262.0,69309.4298106007,21909.653601913,0.327,0.1477268,,0.274654,100695.0,0.14533,0.0882765,0.141884,0.606197,23.0
Flatbush,2012.0,0.235072,0.0673076923076923,0.416666666666667,59402.0,82528.4563755998,39378.658958462,0.353,0.0702394,,0.187284,148198.0,0.0865329,0.355032,0.148248,0.380235,24.0
Sheepshead Bay/Gravesend,2012.0,0.481602,0.0486257928118393,0.158562367864693,62043.0,69049.4260099451,39356.991975074,0.327,0.0912883,,0.183468,153182.0,0.154711,0.0490005,0.0475578,0.728049,25.0
Chelsea/Clinton/Midtown,2013.0,0.248623,0.00115074798619102,0.0288350634371396,102993.0,155733.716804305,102802.493480199,0.273,0.0213444,,0.136907,146996.0,0.142977,0.0770429,0.143555,0.608105,31.0
Stuyvesant Town/Turtle Bay,2013.0,0.315274,0.0,0.0,96006.0,143916.885123796,107474.462366596,0.251,0.016336,,0.0935416,147069.0,0.148073,0.025505,0.0991099,0.691247,32.0
Upper West Side,2013.0,0.318748,0.0,0.0203217612193057,116064.0,166078.105839203,86971.0714316307,0.255,0.0225111,,0.109378,179877.0,0.104799,0.063738,0.120755,0.686875,33.0
Upper East Side,2013.0,0.331225,0.0,0.0,135842.0,180198.425942149,90628.7382929764,0.28,0.0135492,,0.0623997,217537.0,0.0801427,0.0362375,0.0691423,0.786928,34.0
Brownsville/Ocean Hill,2013.0,0.160958,0.732824427480916,0.763358778625954,46762.0,70044.3736669353,24417.8296324849,0.348,0.1192051,,0.353248,128100.0,0.008687839369,0.7668112036,0.1890073831,0.02164928318,26.0
East Flatbush,2013.0,0.352373,0.635416666666667,0.401041666666667,51925.0,71869.4780460455,37497.2116277893,0.382,0.0440126,,0.183183,132564.0,0.0100178,0.895718,0.0605971,0.015864,27.0
Flatlands/Canarsie,2013.0,0.565181,0.382154882154882,0.00841750841750842,71156.0,91155.0672849673,47286.5047014986,0.308,0.0399105,,0.117684,201817.0,0.0459823,0.634055,0.0670162,0.234039,28.0
Astoria,2013.0,0.168915,0.0802675585284281,0.207357859531773,79797.0,70646.3491334836,51246.7574610739,0.298,0.006201,,0.19033,178585.0,0.163289,0.0852647,0.252014,0.472374,39.0
Sunnyside/Woodside,2013.0,0.288052,0.0259515570934256,0.174740484429066,54686.0,87085.0738651186,59015.9700311097,0.296,0.0077101,,0.154154,133375.0,0.340671,0.0112315,0.328817,0.296907,40.0
Jackson Heights,2013.0,0.320466,0.108843537414966,0.491496598639456,62240.0,65542.8757091184,47153.3242885455,0.371,0.0144586,,0.206236,192889.0,0.154026,0.0527661,0.689303,0.0923433,41.0
Elmhurst/Corona,2013.0,0.256809,0.0452488687782805,0.701357466063348,46973.0,64831.1595822967,44457.7527303734,0.369,0.0161451,,0.203812,150519.0,0.349218,0.0959945,0.470525,0.0624041,42.0
Middle Village/Ridgewood,2013.0,0.41787,0.166666666666667,0.0964749536178108,67721.0,81254.9681076809,46547.0870487827,0.314,0.0277347,,0.132977,163960.0,0.0850939,0.0178397,0.357154,0.532331,43.0
Rego Park/Forest Hills,2013.0,0.43934,0.00441988950276243,0.0110497237569061,56475.0,90651.1126023525,53907.1693902263,0.332,0.0162507,,0.0967357,116101.0,0.255683,0.0145046,0.173823,0.523406,44.0
Flushing/Whitestone,2013.0,0.492817,0.0192629815745394,0.148989898989899,95631.0,69359.2936227042,43634.1650566711,0.373,0.0082769,,0.169362,250391.0,0.494331,0.0167778,0.186836,0.281871,45.0
Hillcrest/Fresh Meadows,2013.0,0.47392,0.0449927431059507,0.0204379562043796,55840.0,96159.4544820954,42372.6801851787,0.372,0.0099714,,0.164493,155659.0,0.338554,0.100817,0.167983,0.353047,46.0
Ozone Park/Woodhaven,2013.0,0.468933,0.269662921348315,0.104868913857678,50233.0,81956.0298014663,49119.0671837342,0.317,0.0458148,,0.163186,158754.0,0.276976,0.0554821,0.391965,0.194893,47.0
South Ozone Park/Howard Beach,2013.0,0.677299,0.308943089430894,0.109756097560976,39750.0,80200.1792370918,45676.6198697208,0.351,0.0350966,,0.106388,121383.0,0.178551,0.18398,0.229637,0.223145,48.0
Bayside/Little Neck,2013.0,0.704592,0.0142543859649123,0.0077007700770077,44590.0,82282.0554523757,66513.494558721,0.313,0.0015854,,0.0708055,118250.0,0.443552,0.0127442,0.110638,0.419992,49.0
Jamaica,2013.0,0.463618,0.690140845070423,0.192061459667093,77545.0,76288.9368694833,38981.3741497393,0.348,0.0488967,,0.161256,246150.0,0.112204,0.612086,0.190254,0.0180337,50.0
Queens Village,2013.0,0.730881,0.41301775147929,0.021301775147929,64177.0,94742.4148882737,51453.4534619772,0.313,0.0297404,,0.0888706,197890.0,0.156269,0.552403,0.114948,0.119395,51.0
Rockaways,2013.0,0.350717,0.25,0.0853080568720379,45596.0,92958.8627980049,31140.7768783606,0.349,0.107948,,0.191518,112269.0,0.0413293,0.346267,0.224318,0.378546,52.0
North Shore,2013.0,0.553338,0.304046242774566,0.153757225433526,67038.0,87280.049989682,37229.7853585793,0.322,0.0724565,,0.182443,177182.0,0.0575115,0.223595,0.266127,0.418254,53.0
Mid-Island,2013.0,0.693203,0.132022471910112,0.0,51431.0,98218.9563880031,41652.440511928,0.343,0.0123091,,0.12603,136769.0,0.146305,0.039351,0.129803,0.678663,54.0
South Shore,2013.0,0.787368,0.20327868852459,0.0,59566.0,104470.977693676,53569.4238629771,0.307,0.0270887,,0.0686664,158670.0,0.04596030158,0.006268172035,0.1236327707,0.8234464877,55.0
Greenwich Village/Financial District,2013.0,0.282002,0.0,0.0258175559380379,93405.0,191991.817869978,114008.82614773,0.241,0.0083322,,0.0779699,159732.0,0.171187,0.0210916,0.072102,0.703647,29.0
Lower East Side/Chinatown,2013.0,0.125689,0.0,0.28125,73284.0,99010.5807625967,35238.4718241036,0.296,0.0264024,,0.299035,163820.0,0.320486,0.0628678,0.272116,0.300592,30.0
Morningside Heights/Hamilton Heights,2013.0,0.146079,0.0138248847926267,0.387096774193548,49295.0,129991.541145414,40886.3867766214,0.315,0.0770299,,0.240793,130017.0,0.0571002,0.191975,0.41783,0.303722,35.0
Central Harlem,2013.0,0.142136,0.0285714285714286,0.625,60590.0,96107.2477602177,34554.4572231761,0.319,0.0674956,,0.313307,148434.0,0.0308218,0.583458,0.220212,0.140561,36.0
East Harlem,2013.0,0.0915286,0.0212765957446809,0.861702127659574,49540.0,108203.225586276,25349.0270798534,0.311,0.0940914,,0.339031,114311.0,0.0808846,0.296542,0.41465,0.164402,37.0
Washington Heights/Inwood,2013.0,0.0913912,0.00623052959501558,0.448598130841121,75623.0,97271.7772910802,36322.0276638905,0.348,0.077933,,0.289169,218366.0,0.0207908,0.0675838,0.716467,0.181077,38.0
Mott Haven/Hunts Point,2013.0,0.064423,0.379746835443038,1.0,52200.0,74372.2043662613,23011.4444716995,0.333,0.1474494,,0.428749,162945.0,0.00378042,0.268649,0.690288,0.0238792,1.0
Morrisania/Belmont,2013.0,0.0582474,0.790322580645161,1.0,59752.0,66380.3141457679,23874.453547636,0.344,0.1914679,,0.418947,168746.0,0.00446825,0.330248,0.59839,0.057874,2.0
Highbridge/South Concourse,2013.0,0.0666202,0.26865671641791,0.880597014925373,50773.0,60347.7741606413,27438.3613982627,0.422,0.1360103,,0.375984,138206.0,0.0250785,0.301535,0.639856,0.0150645,3.0
University Heights/Fordham,2013.0,0.0454829,0.727272727272727,1.0,47926.0,76444.4915918126,24128.0290538988,0.425,0.1965468,,0.431072,136077.0,0.0260661,0.278717,0.661831,0.0134997,4.0
Kingsbridge Heights/Mosholu,2013.0,0.068278,0.256410256410256,0.730769230769231,45747.0,75299.1400404154,29700.2975318592,0.4,0.1392659,,0.352858,127336.0,0.0648756,0.137345,0.726676,0.0587422,5.0
Riverdale/Kingsbridge,2013.0,0.337742,0.0620689655172414,0.064367816091954,45894.0,88831.3354397605,55008.8377661749,0.299,0.077426,,0.154832,114884.0,0.0420772,0.123725,0.442664,0.356507,6.0
Soundview/Parkchester,2013.0,0.221489,0.486842105263158,0.640350877192982,69963.0,73150.1408970031,29097.2566220073,0.327,0.1326857,,0.30602,191175.0,0.0727396,0.313671,0.562537,0.0253694,7.0
Throgs Neck/Co-op City,2013.0,0.409436,0.337595907928389,0.0971867007672634,48391.0,92751.101353798,40704.1959717014,0.288,0.0290577,,0.0950354,122671.0,0.0486505,0.266697,0.360167,0.31097,8.0
Pelham Parkway,2013.0,0.263583,0.435344827586207,0.262931034482759,45238.0,74131.414179642,39449.1037600308,0.32,0.0937634,,0.2116,121307.0,0.0594525,0.201225,0.50007,0.216434,9.0
Williamsbridge/Baychester,2013.0,0.356308,0.6875,0.291512915129151,50590.0,73969.466797491,37775.2923300355,0.345,0.1370582,,0.211345,135386.0,0.0173208,0.669826,0.199851,0.0839304,10.0
Williamsburg/Greenpoint,2013.0,0.164725,0.029940119760479,0.338323353293413,66286.0,71280.2878991407,52529.5511986388,0.294,0.0783882,,0.25998,156086.0,0.0788155,0.034135,0.242847,0.622939,11.0
Brooklyn Heights/Fort Greene,2013.0,0.32194,0.0178197064989518,0.143605870020964,62190.0,108014.642121534,65554.5955854582,0.264,0.0210931,,0.187658,130954.0,0.0874964,0.265383,0.167341,0.436581,12.0
Bedford Stuyvesant,2013.0,0.209523,0.25,0.78021978021978,56353.0,112726.032410165,30994.811145764,0.343,0.098907,,0.373696,143629.0,0.0201282,0.558675,0.184977,0.22249,13.0
Bushwick,2013.0,0.139663,0.452173913043478,0.91304347826087,49280.0,66978.0278391017,43837.6647276635,0.327,0.0594439,,0.250322,145795.0,0.0508454,0.183696,0.627429,0.12912,14.0
East New York/Starrett City,2013.0,0.220802,0.711822660098522,0.512315270935961,59607.0,68017.90050344,34692.9648526474,0.327,0.1315754,,0.293489,158183.0,0.0422612,0.543067,0.351928,0.0358382,15.0
Park Slope/Carroll Gardens,2013.0,0.361336,0.00740740740740741,0.0,53560.0,161514.812169776,88181.415024549,0.252,0.0104332,,0.109065,116339.0,0.0622061,0.0501637,0.190177,0.649868,16.0
Sunset Park,2013.0,0.254606,0.0304568527918782,0.451530612244898,49103.0,78850.2625713985,42641.1718976923,0.358,0.0319075,,0.30739,154422.0,0.323943,0.0316082,0.438823,0.186431,17.0
North Crown Heights/Prospect Heights,2013.0,0.195678,0.118090452261307,0.439698492462312,56829.0,84748.5567002683,35136.1892669556,0.335,0.0622883,,0.273087,127050.0,0.0376072,0.571657,0.124258,0.221377,18.0
South Crown Heights,2013.0,0.166241,0.155038759689922,0.813953488372093,42963.0,91572.7210599884,43225.0348280789,0.318,0.0384363,,0.20023,103822.0,0.0166631,0.70904,0.0882953,0.164888,19.0
Bay Ridge,2013.0,0.37889,0.0166666666666667,0.127083333333333,53649.0,93049.4254788131,50578.7245097008,0.297,0.0146131,,0.155037,127683.0,0.206942,0.0218353,0.163483,0.595107,20.0
Bensonhurst,2013.0,0.357142,0.0255863539445629,0.663113006396588,67788.0,76656.514809234,43006.6189508357,0.331,0.0571179,,0.161209,184907.0,0.3597,0.0118168,0.13138,0.479879,21.0
Borough Park,2013.0,0.311435,0.0319488817891374,0.571884984025559,48744.0,75797.767506512,31606.3756020449,0.467,0.1164998,,0.342546,161036.0,0.148538,0.0224981,0.121414,0.696323,22.0
Coney Island,2013.0,0.31292,0.039344262295082,0.370491803278689,49037.0,68114.8558440699,21872.485580124,0.339,0.1476256,,0.258113,106249.0,0.143145,0.121074,0.129093,0.57962,23.0
